,id,type,actor_login,repo_name,created_at,action,issue_title,comment_body
36789,10352816078,IssueCommentEvent,EdbertChan,Neko-Catpital-Labs/Invoker,2026-06-06T04:54:00Z,created,test(repro): tolerate unavailable live db diagnostics,"This pull request is part of a [Mergify stack](https://docs.mergify.com/stacks/):

| # | Pull Request | Link | |
|--:|---|---|---|
| 1 | fix(app): classify no-track retry and resume mutations | [#1096](https://github.com/Neko-Catpital-Labs/Invoker/pull/1096) |  |
| 2 | fix(scripts): make retry autofix loop local and idempotent | [#1097](https://github.com/Neko-Catpital-Labs/Invoker/pull/1097) |  |
| 3 | fix(execution): scrub repo config from task env | [#1098](https://github.com/Neko-Catpital-Labs/Invoker/pull/1098) |  |
| 4 | fix(execution): serialize repo mirror refresh | [#1099](https://github.com/Neko-Catpital-Labs/Invoker/pull/1099) |  |
| 5 | fix(e2e): clean up owned headless processes on macOS | [#1100](https://github.com/Neko-Catpital-Labs/Invoker/pull/1100) |  |
| 6 | fix(app): make no-track retry-task return after dispatch | [#1101](https://github.com/Neko-Catpital-Labs/Invoker/pull/1101) |  |
| 7 | fix(dispatch): remove acknowledged launch state | [#1102](https://github.com/Neko-Catpital-Labs/Invoker/pull/1102) |  |
| 8 | test(dispatch): add launch queue handoff repro | [#1103](https://github.com/Neko-Catpital-Labs/Invoker/pull/1103) |  |
| 9 | fix(app): timeout spawnSync in system diagnostics to prevent main-thread wedge | [#1104](https://github.com/Neko-Catpital-Labs/Invoker/pull/1104) |  |
| 10 | Prevent macOS Electron restore modal | [#1105](https://github.com/Neko-Catpital-Labs/Invoker/pull/1105) |  |
| 11 | fix(app): wait for owner launch handoff in no-track retries | [#1106](https://github.com/Neko-Catpital-Labs/Invoker/pull/1106) |  |
| 12 | fix(dispatch): renew launch leases during executor startup | [#1107](https://github.com/Neko-Catpital-Labs/Invoker/pull/1107) |  |
| 13 | fix(workflow-core): clear pending fix error on retry reset | [#1108](https://github.com/Neko-Catpital-Labs/Invoker/pull/1108) |  |
| 14 | chore(scripts): add retry drain recovery loop | [#1109](https://github.com/Neko-Catpital-Labs/Invoker/pull/1109) |  |
| 15 | feat(app): route GUI and headless mutations through daemon owner | [#1110](https://github.com/Neko-Catpital-Labs/Invoker/pull/1110) |  |
| 16 | fix(app): coalesce duplicate workflow retry submissions | [#1111](https://github.com/Neko-Catpital-Labs/Invoker/pull/1111) |  |
| 17 | Fix retry loop underfilled capacity recovery | [#1112](https://github.com/Neko-Catpital-Labs/Invoker/pull/1112) |  |
| 18 | fix(app): keep owner alive for launch handoff | [#1113](https://github.com/Neko-Catpital-Labs/Invoker/pull/1113) |  |
| 19 | fix(execution): guard launch handoff and git hangs | [#1114](https://github.com/Neko-Catpital-Labs/Invoker/pull/1114) |  |
| 20 | fix(workflow-core): clear launch lineage on retry reset | [#1115](https://github.com/Neko-Catpital-Labs/Invoker/pull/1115) |  |
| 21 | fix(scripts): classify retry-loop capacity and lease waits | [#1116](https://github.com/Neko-Catpital-Labs/Invoker/pull/1116) |  |
| 22 | test(repro): tolerate unavailable live db diagnostics | [#1117](https://github.com/Neko-Catpital-Labs/Invoker/pull/1117) | 👈 |
<!-- mergify-stack-data: {""schema_version"":1,""stack_id"":""fix/retry-loop-recovery-stack"",""pulls"":[{""number"":1096,""change_id"":""I747bd4aa2c6e0e0a5c20a4c64ea83323df682570"",""head_sha"":""be44723a909be53b410a9eb25f9fbb4fb62f1455"",""base_branch"":""master"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/classify-track-retry-resume-mutations--747bd4aa"",""is_current"":false},{""number"":1097,""change_id"":""I710a3898af18308b617c6a9382e660b705719706"",""head_sha"":""5341b5cb1b9b9f76568d770874839b838545a29f"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/classify-track-retry-resume-mutations--747bd4aa"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/make-retry-autofix-loop-local-idempotent--710a3898"",""is_current"":false},{""number"":1098,""change_id"":""Ic83f98ecc6214e7fc74274e3ddc0fb8a2c1331df"",""head_sha"":""cdfe7f96dabdb30a82f3128ad0abe8876793e10f"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/make-retry-autofix-loop-local-idempotent--710a3898"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/scrub-repo-config-task-env--c83f98ec"",""is_current"":false},{""number"":1099,""change_id"":""Ia5b0b9a4adc028a6a720f56e5e63d33a9a43dcd1"",""head_sha"":""61b67732554644f3f725cecc8ef6ac9d98e2410b"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/scrub-repo-config-task-env--c83f98ec"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/serialize-repo-mirror-refresh--a5b0b9a4"",""is_current"":false},{""number"":1100,""change_id"":""I7a3be1e40772961e59fcacfed6c71d81582b50f2"",""head_sha"":""c3a20a2ef8e9e622994b196121a13c96dd27cbc2"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/serialize-repo-mirror-refresh--a5b0b9a4"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/clean-owned-headless-processes-macos--7a3be1e4"",""is_current"":false},{""number"":1101,""change_id"":""I3fa3b3a6a51856eca13c4f3c904d407b3f270d32"",""head_sha"":""f9f9e5c7c00669acf28d1c428d9d39e72df98e29"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/clean-owned-headless-processes-macos--7a3be1e4"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/make-track-retry-task-return-dispatch--3fa3b3a6"",""is_current"":false},{""number"":1102,""change_id"":""Idf6b307e775c4c26853d6efde2803000654336e2"",""head_sha"":""9d8144503d45aea1b2a60e9a880d838d53e63957"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/make-track-retry-task-return-dispatch--3fa3b3a6"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/remove-acknowledged-launch-state--df6b307e"",""is_current"":false},{""number"":1103,""change_id"":""I9737c466723b9d5e196e11a9365894e45e0de5ec"",""head_sha"":""676d5aa67c223c5c7e9ad1c3f568e46761d7c464"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/remove-acknowledged-launch-state--df6b307e"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/add-launch-queue-handoff-repro--9737c466"",""is_current"":false},{""number"":1104,""change_id"":""Ie0715e6305386279295bb716e43cb48a0af211b9"",""head_sha"":""80511f9543e40d7b15789bdb51ac5f7e16d26efb"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/add-launch-queue-handoff-repro--9737c466"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/timeout-spawnsync-system-diagnostics-prevent-main--e0715e63"",""is_current"":false},{""number"":1105,""change_id"":""I9b32da1ad1d896e05ebcf1850eeac962fceae089"",""head_sha"":""52ca5fb4d1d4a406f2428f352d8d50b1e2a33412"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/timeout-spawnsync-system-diagnostics-prevent-main--e0715e63"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/prevent-macos-electron-restore-modal--9b32da1a"",""is_current"":false},{""number"":1106,""change_id"":""I31507e2f8998ee33aeab2d3966f8817052d1da38"",""head_sha"":""f7901f48bc1425d5e18bbf7cffbc9b554476e0e7"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/prevent-macos-electron-restore-modal--9b32da1a"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/wait-owner-launch-handoff-track-retries--31507e2f"",""is_current"":false},{""number"":1107,""change_id"":""I3ce6b38c63f40564fdb611701bf7756cc98f96d5"",""head_sha"":""04a2d06bfbef20039bbc9c37fc8a8e2dff6a2358"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/wait-owner-launch-handoff-track-retries--31507e2f"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/renew-launch-leases-executor-startup--3ce6b38c"",""is_current"":false},{""number"":1108,""change_id"":""Idf498bae52290f95c5195eb4edae12468e2f5e4d"",""head_sha"":""ee4efaec26eeea4ea90b9e3855195fea22300805"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/renew-launch-leases-executor-startup--3ce6b38c"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/clear-pending-fix-error-retry-reset--df498bae"",""is_current"":false},{""number"":1109,""change_id"":""I2e55703c8ab8d2ceb9283d35ff7cd43eb9fc58c9"",""head_sha"":""403d52cb4b8cc97b01a6722338e80ca40337f4be"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/clear-pending-fix-error-retry-reset--df498bae"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/add-retry-drain-recovery-loop--2e55703c"",""is_current"":false},{""number"":1110,""change_id"":""I9b0944678408717bbc46719dd7a51269412a706d"",""head_sha"":""973f842d4a21684d3fdd4c1113837bbf989f6332"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/add-retry-drain-recovery-loop--2e55703c"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/route-gui-headless-mutations-daemon-owner--9b094467"",""is_current"":false},{""number"":1111,""change_id"":""I06abe0474dd5e917687e6982d1db5d3448835006"",""head_sha"":""ad878d16b395b45c4f3976745a8858d99fa4d71b"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/route-gui-headless-mutations-daemon-owner--9b094467"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/coalesce-duplicate-workflow-retry-submissions--06abe047"",""is_current"":false},{""number"":1112,""change_id"":""Iac8dd30b8f28fd0fa2d6d9caa695ea7800c0a3c5"",""head_sha"":""1b7e3a9abb1e3969058cef5e44f6a419207902c5"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/coalesce-duplicate-workflow-retry-submissions--06abe047"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/fix-retry-loop-underfilled-capacity-recovery--ac8dd30b"",""is_current"":false},{""number"":1113,""change_id"":""I9a3cd23a3d94073686d51a2318a8106c5d4839db"",""head_sha"":""cd6e25d8f3dfa29a9cf2e3b6aae46066e5594d96"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/fix-retry-loop-underfilled-capacity-recovery--ac8dd30b"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/keep-owner-alive-launch-handoff--9a3cd23a"",""is_current"":false},{""number"":1114,""change_id"":""I449d92dd24ee14240a12e7b15f8fc240f65901f5"",""head_sha"":""679dc9e6e80cc11ad4531fbdc31888bf82ea0877"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/keep-owner-alive-launch-handoff--9a3cd23a"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/guard-launch-handoff-git-hangs--449d92dd"",""is_current"":false},{""number"":1115,""change_id"":""I84bdc55ddcde074d572f2f15aa8617e2d3ef6c97"",""head_sha"":""f75936dd5e3aa859495b0b00a24696a46d44a341"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/guard-launch-handoff-git-hangs--449d92dd"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/clear-launch-lineage-retry-reset--84bdc55d"",""is_current"":false},{""number"":1116,""change_id"":""Ic0bce184b892c488ecfe319e70dd74de9fec2638"",""head_sha"":""0f87f14c0a1fb6e880e89bb65120980a4d938d01"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/clear-launch-lineage-retry-reset--84bdc55d"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/classify-retry-loop-capacity-lease-waits--c0bce184"",""is_current"":false},{""number"":1117,""change_id"":""Ic26cfbefc5c0edc03a327a40f9cc6c5d58df25d0"",""head_sha"":""c971754930afeca8fb8da1f3d51e2498e547616e"",""base_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/classify-retry-loop-capacity-lease-waits--c0bce184"",""dest_branch"":""stack/EdbertChan/fix/retry-loop-recovery-stack/tolerate-unavailable-live-db-diagnostics--c26cfbef"",""is_current"":true}]} -->
"
24759,10303100641,IssueCommentEvent,ghbvf,ghbvf/gocell,2026-06-04T23:34:38Z,created,"feat(redaction,accesscore): clientIp PII → keyed-HMAC sealed funnel [#1488]","<!-- pm:fix -->
## 🔁 fix（findings triage + fix）

**Findings** 6（已修 Cx1/Cx2 **6** · 遗留 Cx3/Cx4 **0** · OUT_OF_SCOPE **0**）— 全部来自 codex `pm:pr-review`，全 IN_SCOPE，全修，CI 27/27 绿（commit `616135221`）。

> 注：F1 整簇 codex 评 Cx3，但属 P1 安全 + 方案明确（codex 已给修复顺序），未 defer；codex 标的「人工确认」design fork（schema+inline guard vs shared validator）按单源原则取 **shared validator**（`redaction.IsIPHashString`），详见详表。

- **F1** [P1·Cx3·安全] `contracts/event/auth/bootstrap-failed/v1/payload.schema.json:9` — clientIpHash 仅 `type:string`，malformed event 可把明文混进 ledger → ✅ 已修
- **F2** [P1·Cx2·架构/测试] `tools/archtest/ctxkeys_realip_read_caller_test.go:104` — RealIP allowlist 只扫 SelectorExpr，dot-import 裸调用漏检 → ✅ 已修
- **F3** [P1·Cx2·架构/测试] `tools/archtest/client_ip_hash_funnel_test.go:157` — sole-constructor 漏 function-variable → ✅ 已修
- **F4** [P2·Cx2·DX/测试] `tools/archtest/client_ip_hash_funnel_test.go:174` — godoc 称冻结无 UnmarshalJSON 但实际未禁反序列化入口 → ✅ 已修
- **F5** [P3·Cx1·运维] `docs/ops/local-docker-deploy.md:47,159` — 文档写 11 个 secret，实际 12 → ✅ 已修
- **F6** [P3·Cx1·DX] `examples/ssobff/README.md:323` — README 未列 GOCELL_SSOBFF_IP_HASH_SALT → ✅ 已修

<details><summary>完整详表（triage 依据 + 证据 + 修复，下次 fix / --check 读此）</summary>

**F1** [P1·Cx3·安全] `contracts/event/auth/bootstrap-failed/v1/payload.schema.json:9`（IN_SCOPE）
- 证据：schema clientIpHash 仅 `type:string`；`auditappendbootstrap/contract_test.go:19/20` 把 8-hex 判合法；`.../service.go:146` 直传 `AppendBootstrapAuthFail`；`runtime/audit/bootstrap_append.go` 原样写 ledger。
- 根因：sealed `IPHash` 只护**生产端**（accesscore 代码）；**消费端**从 broker/replay/DLX 解 wire 入 plain string，是未受信边界——malformed/明文-laundered 值可绕过进 ledger，削弱「明文永不进 ledger」。
- 修复（彻底，shared validator）：
  1. schema 加 `""pattern"": ""^$|^[a-f0-9]{64}$""`；
  2. `pkg/redaction.IsIPHashString` 单源 wire-shape 校验器（next to IPHash/HashIP）；
  3. `AppendBootstrapAuthFail` 入口 `if !IsIPHashString(clientIPHash) → ErrValidationFailed`（IsExpected4xx → 消费者 `Reject(Permanent)` → DLX，fail-closed，永不入 ledger）；
  4. contract/service/dual-writer 测试短哈希 fixture → 64-hex + 加 malformed 负例（plaintext/short/uppercase/non-hex）+ `redaction.IsIPHashString` 单测。
  → ✅ commit `616135221`。对标 Vault audit keyed HMAC + JSON Schema pattern。

**F2** [P1·Cx2·架构/测试] `tools/archtest/ctxkeys_realip_read_caller_test.go`（IN_SCOPE）
- 证据：旧扫描仅 `EachInSubtree[ast.SelectorExpr]`；dot-import 后 `RealIPFrom(ctx)` 是裸 `ast.Ident`，漏检。`ResolvePackageRef` 已支持 bare ident（`resolveBarePkgSymbol` 解析 *types.Func）。
- 修复：改扫 `EachInSubtree[ast.Ident]` + `ResolvePackageRef`——同时覆盖 `ctxkeys.RealIPFrom` 的 `.Sel` 与 dot-import 裸 ident，无重复计数；更新 godoc。**negative-control**：临时建 dot-import 裸调用包 → archtest 红 → 还原。→ ✅
- 残留评级：上游仍 Medium（Go 可见性天花板，#1282 族），但下游检测盲区已闭。

**F3** [P1·Cx2·架构/测试] `tools/archtest/client_ip_hash_funnel_test.go`（IN_SCOPE）
- 证据：sole-constructor scan 仅处理 `*types.Func`，漏 `var FromString = func(string) IPHash`。
- 修复：scan 并入 `*types.Var` 且签名返回 IPHash → flag（名 != HashIP）。**negative-control**：注入 function-var → 红 → 还原。→ ✅

**F4** [P2·Cx2·DX/测试] `tools/archtest/client_ip_hash_funnel_test.go`（IN_SCOPE）
- 证据：旧 godoc 称「无 UnmarshalJSON 由 method-result 扫描覆盖」——**错误**：`UnmarshalJSON([]byte) error` 返回 error 非 IPHash，returns-IPHash 扫描永不捕；外部包可经 json/text/binary/sql unmarshal 构造 populated IPHash。
- 修复：`forbiddenIPHashMethods{UnmarshalJSON,UnmarshalText,UnmarshalBinary,Scan}` 按名禁（NumMethods 含 pointer receiver）；改正错误 godoc。**negative-control**：注入 UnmarshalJSON → 红 → 还原。→ ✅

**F5** [P3·Cx1·运维] `docs/ops/local-docker-deploy.md:47,159`（IN_SCOPE）— 两处 11→12（gen-deploy-secrets 现写 12 行）。→ ✅

**F6** [P3·Cx1·DX] `examples/ssobff/README.md`（IN_SCOPE）— Environment Variables 表补 `GOCELL_SSOBFF_IP_HASH_SALT`（默认 `dev-ip-hash-salt-ssobff-32-byte!`，demo-only）。→ ✅

</details>

**下一步**：切 `pr-status/needs-check-fix`（待 `/pr-review --check` / codex 再审验证修复到位；fix 不直接到 ready）。

---
🤖 PR #1608 · Generated with Claude Code · branch Refactor/1488-clientip-hash-funnel · worktree /Users/shengming/Documents/code/gocell/worktrees/Refactor/1488-clientip-hash-funnel · session c9d4eb0c-dda0-4a2f-8e91-ec66ea5664f2
"
49482,10369062997,IssueCommentEvent,kyasbal,GoogleCloudPlatform/khi,2026-06-07T00:57:17Z,created,Properly handle slog.Attr in KHILogFormatHandler,fixed by #708 
27476,10314465835,IssueCommentEvent,mdellweg,pulp/pulp-cli,2026-06-05T07:23:49Z,created,Allow setting `retain_repo_versions` to `null`,Please add a changelog entry to this bugfix.
28755,10341799806,IssueCommentEvent,CardiJey,CardiJey/schulrechner,2026-06-05T19:52:32Z,created,Localhost Error - Version 1.14.8,"Yes, thanks for reporting! It's already fixed in the versions after that (and there will be a new major one 1.15.0 ). I messed up there, sry.

You may have to reinstall, to clear the cache."
7530,10155835702,IssueCommentEvent,jwfing,InsForge/InsForge,2026-06-02T00:38:08Z,created,feat(storage): O(1) cached aggregates with safe cross-bucket triggers (#1435),"Thanks for the detailed write-up and the benchmark — really appreciate the profiling effort, and the optimization direction is genuinely worth discussing. 🙏 That said, I don't think the data as presented justifies the change yet. A few thoughts:

**The O(N) numbers at 1M rows are actually acceptable.** ~165ms for a full aggregate over 1,000,000 objects is a fast query, not a DoS vector. `getMetadata` is a low-frequency admin/metadata endpoint — for this to exhaust the connection pool you'd need high concurrency of metadata calls, and we don't have a QPS or production trace showing that. So the premise that this is a real production bottleneck is asserted rather than demonstrated.

**The comparison is one-sided.** The benchmark only measures the read-side benefit (a 1M-row aggregate vs. reading a handful of bucket rows — naturally a huge ratio). It doesn't measure the cost the change introduces:

- Every `INSERT`/`DELETE`/size-`UPDATE` on `storage.objects` now *also* writes `storage.buckets` and takes a row lock on the bucket row. We've moved cost from a rare read onto the frequent write path.
- Concurrent uploads into the same bucket now serialize on that single bucket row — a write-throughput ceiling that didn't exist before.

To evaluate this fairly we'd want the other half of the numbers: the per-write overhead added by the trigger, and write throughput / lock contention for concurrent uploads into one bucket — measured the same way the read speedup was.

**Cheaper alternatives aren't ruled out.** If metadata reads ever do become a problem, the lower-risk fixes are (a) caching the metadata response for a few seconds/minutes — it doesn't need to be real-time accurate — or (b) a periodic/materialized aggregate refreshed on a schedule. Both keep the write path untouched and avoid the drift risk that comes with incremental triggers (`TRUNCATE` doesn't fire row-level triggers, `GREATEST(0, …)` silently masks desync, `buckets.updated_at` now churns on every upload, etc.). A synchronous trigger is really only warranted if we need real-time-accurate aggregates *and* write frequency is low — and metadata satisfies neither.

So before going further: do we have evidence this is a bottleneck in production (call frequency, P99), and can we see the write-side cost measured the same way the read-side was? Without that, I'd lean toward keeping the on-demand aggregate (optionally with a short-lived cache) rather than taxing every write.

Thanks again for the careful work here — happy to keep iterating on the direction. 🙌
"
23658,10301240133,IssueCommentEvent,brianduff,spinyfin/mono,2026-06-04T22:27:17Z,created,feat(dispatch): add host_selected and cube_repo_ensure_attempted stages with per-stage stall thresholds,"🤖 boss resolved merge conflicts on this PR after `main` moved.

Resolutions:
- `tools/boss/engine/core/src/dispatch_events.rs`: Both this PR and #1332 added `HostSelected` and `CubeRepoEnsureAttempted` enum variants with different doc comments. Kept the PR's more detailed docs (historical context from the automation-pool stall incident).
- `tools/boss/engine/core/src/coordinator.rs`: Both PRs added a `HostSelected:ok` emit in the happy path, creating a duplicate. Removed the PR's copy (kept #1332's). Resolved the `CubeRepoEnsureAttempted` emit conflict using the PR's inline approach (includes `repo_remote_url` in details).

After rebase, the PR's unique diff is the two `with_override` stall-threshold calls in `server.rs` — everything else is already on `main` via #1332.

Branch force-pushed; per branch protection, prior approvals have been dismissed. Re-review when ready."
15348,10212090879,IssueCommentEvent,renesenses,renesenses/tune-server-rust,2026-06-03T05:08:26Z,created,[Forum] V 0.8.x : tune server.exe a cessé de fonctionné,"Root cause confirmé : runtime VC++ manquant chargé dynamiquement par le .exe Rust. Symptôme : ""tune-server.exe a cessé de fonctionné"" sans message.

Fix mergé dans main (`c2e4be7`) : statique-linkage du CRT via `.cargo/config.toml` → `+crt-static` sur la target x86_64-pc-windows-msvc. Plus de dépendance externe au VC++ Redistributable. +~1MB sur le .exe, en échange de ""install puis lance"".

Inclus dans la prochaine release (v0.8.30 ou ultérieure). Le NSIS produit par release.yml bundlera le nouveau binaire automatiquement.

@dimitrios → c'est ton diagnostic dans #9 qui a permis d'identifier la cause. Merci !
@Bilou @bluevelvet → installation directe sans avoir à passer par le VC++ Redistributable dès v0.8.30."
29041,10343384725,IssueCommentEvent,kentonv,capnproto/capnproto,2026-06-05T20:38:55Z,created,Emit using alias information,"Again, it's very common to write things like:

```
using SomeType = import ""/some/other/module.capnp"".SomeType;
```

This does NOT mean that I want to re-export SomeType from my own module. This declaration is only meant to be references within the capnp file itself.

> Opt-in is definitely not what we'd like here - the change becomes kinda pointless if it's not compatible with the vast majority of existing schemas.

Well... the vast majority of existing schemas don't actually intend to re-export their aliases, so arguably the change is breaking them.

If we make it opt-in we can easily update the few that do actually intend their aliases to be exported."
50604,10369492699,IssueCommentEvent,ashish-rcloud1,SCALE-TEST-R-CLOUD/Repository-1-20260606132154,2026-06-07T01:38:45Z,created,Automated Issue #1202,"Comment by **HDSHREESHA** Added at 2026-05-22T02:57:45Z 

 I was able to reproduce this problem."
44270,10366249700,IssueCommentEvent,michaelblum,michaelblum/agent-os,2026-06-06T20:53:50Z,created,AOS Surface System: shared pointer/gesture interaction spine,"## Gesture-frame follow-up direction: target descriptors, not nice names, 2026-06-06

After the published V0 gesture-spine proof, the next target/action convergence work is split into new lanes:

- #429 — target identity descriptors and reacquisition;
- #430 — shared interaction grammar across `aos do`, gesture frames, execution results, and recordings;
- #431 — canonical `input_event` / input-event-v2 hard cutover;
- #432 — semantic target docs/work-card drift cleanup.

For #427 follow-ups, gesture frames should reference machine target descriptors/refs from #429 rather than treating human-readable examples as durable ids. Human-facing labels remain accessibility/presentation/fingerprint data only.
"
38959,10354519467,IssueCommentEvent,mizutani-140,mizutani-140/shiki,2026-06-06T07:09:54Z,created,[Goal] Harden Shiki for safe self-hosted / team / production repository use,"# Goal Completion Judgment (final — supersedes the earlier P2-only judgment)

Goal: G-0012 — Harden Shiki for safe self-hosted / team / production repository use (Issue #30)
Date: 2026-06-06
Guardian approval: @mizutani-140 — high-risk slices approved head-bound (P2.2 packaging #103 @ `2ea9c48`; P0.3.2 #113 @ `acb1a50`; reconciles #111/#114 approved narrowly)
Final CCA: `complete` on every task and reconcile PR
Final MergeGate: `pass` (CLEAN) on every merged PR

## Checklist status

**All P0, P1, and P2 checklist items are now checked — zero unchecked items remain.** P0/P1 completed in prior iterations; this session closed all of P2 plus the last P0 item, P0.3.2.

- **P0.3.2** — Derive required checks from config (remove hard-coded CLI defaults). PR #113 (task T-…2b63a06f, risk:high, Guardian-approved @ `acb1a50`) + reconcile #114. `scripts/shiki_config.py` adds canonical `configured_required_checks(target, default)`; `shiki_cli.py` `--required-check` defaults → `None`; `shiki_bootstrap.py` resolves config-derived checks (init derives after template install); `DEFAULT_REQUIRED_CHECKS` retained only as a documented fallback; `mergegate_check` left intact (already config-derived). 8 new regression tests in `tests/test_required_checks_derivation.py`.
- **P2.1 docs** — #104 (+reconcile #107). **P2.2 packaging/release** — #103 (+reconcile #111). **P2.3 tests** — #105 (+reconcile #108). **Goal/DAG reconcile** — #110.

## Verification summary

- Commands: `python3 scripts/validate_shiki.py`, `python3 -m py_compile scripts/*.py`, all `scripts/test_shiki_*.sh` (28), `python3 -m unittest discover -s tests` (50, incl. 8 new) — all green per CI on each PR.
- CI required checks (""Validate Shiki mirror"", ""MergeGate metadata check"", ""MergeGate policy check"", ""CCA verdict"") + ""Claude review"" — pass on every merged PR head.
- CCA: `complete` per PR; MergeGate: pass/CLEAN per PR; high-risk PRs (#103, #113) carry head-bound Guardian approval.
- Ledger: append-only per task + reconcile entries; DAG carries the real P2 + P0.3.2 task nodes; G-0012 ledger_evidence updated.

## Remaining risks

- **#106 (open)** — Revisit `required_review` for solo-maintainer vs team MergeGate. This is a **separate governance follow-up (ADR-level), not a G-0012 checklist item**, and is not a blocker for this Goal. It is explicitly out of scope per the Guardian decision to keep it separate until after P0.3.2.
- No other known residual risks.

## Why Shiki is now safe enough for the intended use

Contract/source-of-truth consistency (P0.1), safe bootstrap/init (P0.2), MergeGate/branch-protection/review enforcement incl. config-derived required checks (P0.3, now incl. P0.3.2), and race-resistant state/locks/evidence integrity (P0.4) are complete; manifest/validator/architecture/governance hardening (P1) is complete; and distribution docs, versioned packaging/release, and an adversarial/regression test suite (P2) are complete — all merged under CCA + MergeGate + Guardian governance with durable ledger evidence.

## Decision

- [x] **Goal complete** — all P0/P1/P2 checklist items checked with durable evidence; high-risk governance changes Guardian-approved; CCA/MergeGate green throughout.
- [ ] Goal incomplete
- [ ] Blocked pending Guardian decision

Rationale: Every blocking checklist item is satisfied with linked PR/CI/CCA/MergeGate/ledger evidence, and the only open item (#106) is a deliberately-separated governance follow-up, not a Goal blocker. G-0012 is complete.
"
55564,10372781746,IssueCommentEvent,sytone,sytone/botnexus,2026-06-07T06:57:24Z,created,[Portal] New Session link should create a fresh session within the same conversation,"## Test Requirements

The fix must include regression tests that cover the exact scenario observed:

1. **Cross-conversation session bleed test** — When navigating between conversations, the portal must never display a session ID belonging to a different conversation. Test: open conv A, navigate to conv B, navigate back to conv A → session ID shown must match conv A's `active_session_id` from the server.

2. **New Session within existing conversation test** — Clicking ""New Session"" must create a session row with `conversation_id` = current conversation, update `active_session_id`, and the portal must display the new session ID immediately. Test: click New Session → verify new session.conversation_id matches current conv → verify conversations.active_session_id updated → verify portal displays new ID.

3. **Internal-channel conversation session creation test** — A conversation originally created via `internal` channel must still support new SignalR session creation from the portal. Test: create conv via internal channel → open in portal → click New Session → verify new signalr session created and linked.

4. **Stale session ID after refresh test** — After browser refresh, the portal must display the server's `active_session_id`, not a cached value. Test: set active_session_id on server → refresh portal → verify displayed ID matches server."
8638,10157689806,IssueCommentEvent,konard,labtgbot/telegram-claude-agent,2026-06-02T01:56:28Z,created,fix: HTML-aware splitting of long Telegram replies,"## 🎉 Auto-merged

This pull request has been automatically merged by hive-mind.
- No CI/CD checks are configured for this repository

---
*Auto-merged by hive-mind with --auto-merge flag*"
